County,"Registered Voters","Active Voters","Inactive Voters","Total Ballots Cast"
"Precinct 2145335333","1,081",961,120,782
"Precinct 2145335334","1,772","1,189",583,851
"Precinct 2145335335","1,062",650,412,471
"Precinct 2145335336","1,345",993,352,678
"Precinct 2145335337","1,348","1,045",303,732
"Precinct 2145335338","1,517","1,032",485,708
"Precinct 2145335339","1,105",878,227,638
"Precinct 2145335340",982,867,115,665
"Precinct 2145335341","1,008",808,200,604
"Precinct 2145335342",895,763,132,601
"Precinct 2145335343","1,151",876,275,611
"Precinct 2145335344","1,085",861,224,622
"Precinct 2154935401",831,722,109,573
"Precinct 2154935402",912,836,76,676
"Precinct 2154935403","1,426","1,313",113,982
"Precinct 2154935404",129,107,22,75
"Precinct 2154935405",833,758,75,615
"Precinct 2154935406","1,008",934,74,786
"Precinct 2154935407",877,797,80,632
"Precinct 2154935408","1,014",907,107,730
"Precinct 2154935409","1,354","1,240",114,"1,026"
"Precinct 2154935410","1,163","1,028",135,798
"Precinct 2154935411","1,566","1,424",142,"1,183"
"Precinct 2154935412","1,068",908,160,725
"Precinct 2154935413","1,456","1,278",178,"1,059"
"Precinct 2154935414","1,353","1,190",163,960
"Precinct 2154935415","1,551","1,313",238,"1,038"
"Precinct 2154935416","1,484","1,357",127,"1,132"
"Precinct 2154935417","1,255","1,176",79,"1,005"
"Precinct 2154935418","1,730","1,600",130,"1,331"
"Precinct 2154935419","2,423","2,269",154,"1,762"
"Precinct 2154935420","1,204","1,091",113,850
"Precinct 2154935421","1,048",976,72,799
"Precinct 2154935422","1,645","1,547",98,"1,280"
"Precinct 2154935423","1,563","1,468",95,"1,263"
"Precinct 2154935424",43,41,2,33
"Precinct 2154935425",186,172,14,144
"Precinct 2154935426","1,171","1,108",63,929
"Precinct 2154935427","1,467","1,368",99,"1,169"
"Precinct 2154935428","1,346","1,239",107,"1,015"
"Precinct 2154935429","1,110","1,022",88,809
"Precinct 2154935430","1,051",975,76,811
"Precinct 2154935431","1,435","1,288",147,974
"Precinct 2154935432","1,893","1,644",249,"1,249"
"Precinct 2154935433","1,604","1,416",188,"1,053"
"Precinct 2154935434","1,235","1,112",123,843
"Precinct 2154935435","1,162","1,068",94,837
"Precinct 2154935436",951,890,61,697
"Precinct 2154935437","1,021",954,67,809
"Precinct 2154935438","1,125","1,017",108,835
"Precinct 2154935439",865,758,107,588
"Precinct 2154935440",939,844,95,635
"Precinct 2154935441",994,924,70,767
"Precinct 2155135501","1,060",964,96,704
"Precinct 2155135502","1,348","1,274",74,"1,030"
"Precinct 2155135503","1,558","1,377",181,"1,052"
"Precinct 2155135504","1,596","1,426",170,"1,005"
"Precinct 2155135505","1,455","1,250",205,818
"Precinct 2155135506","1,315","1,163",152,860
"Precinct 2155135507","1,792","1,666",126,"1,390"
"Precinct 2155135508","1,103",999,104,807
"Precinct 2155135509",983,863,120,654
"Precinct 2155135510","1,416","1,294",122,"1,033"
"Precinct 2155135511",961,915,46,762
"Precinct 2155135512","1,611","1,451",160,"1,126"
"Precinct 2155135513","1,296","1,184",112,891
"Precinct 2155135514","1,641","1,447",194,"1,039"
"Precinct 2155135515","1,366","1,245",121,957
"Precinct 2155135516","1,654","1,564",90,"1,349"
"Precinct 2155135517","1,401","1,280",121,"1,075"
"Precinct 2155135518","1,833","1,585",248,"1,159"
"Precinct 2155135519","1,491","1,329",162,"1,002"
"Precinct 2155135520","1,682","1,462",220,"1,091"
"Precinct 2155135521","1,367","1,247",120,989
"Precinct 2155135522","1,784","1,643",141,"1,369"
"Precinct 2155135523","1,195","1,112",83,916
"Precinct 2155135524","1,449","1,265",184,941
"Precinct 2155135525",799,765,34,679
"Precinct 2155135526","1,569","1,451",118,"1,199"
"Precinct 2155135527","1,519","1,336",183,"1,016"
"Precinct 2155135528","1,826","1,627",199,"1,229"
"Precinct 2155135529","1,122",930,192,685
"Precinct 2155135530","1,782","1,521",261,"1,113"
"Precinct 2155135531","1,012",944,68,792
"Precinct 2155135532","1,655","1,430",225,"1,030"
"Precinct 2155135533","1,245","1,043",202,756
"Precinct 2155135534",952,816,136,551
"Precinct 2155135535","1,781","1,564",217,"1,114"
"Precinct 2155135536","1,757","1,653",104,"1,378"
"Precinct 2155135537","1,694","1,593",101,"1,327"
"Precinct 2155135538","1,550","1,473",77,"1,242"
"Precinct 2155135539","1,495","1,387",108,"1,108"
"Precinct 2155135540",830,732,98,507
"Precinct 2155135541","1,737","1,608",129,"1,268"
"Precinct 2155135542","1,711","1,334",377,951
"Precinct 2155135543",860,766,94,576
"Precinct 2155135544","1,059",874,185,656
"Precinct 2155135545","1,108",975,133,715
"Precinct 2155135546",910,773,137,574
"Precinct 2155135547","1,098",933,165,633
"Precinct 2155135548",800,672,128,509
"Precinct 2155135549",773,722,51,537
"Precinct 2155235601",554,483,71,310
"Precinct 2155235602",975,924,51,801
"Precinct 2155235603","1,529","1,430",99,"1,259"
"Precinct 2155335701","1,462","1,313",149,"1,038"
"Precinct 2155335702","1,170","1,097",73,892
"Precinct 2155335703","1,333","1,159",174,702
"Precinct 2234935801","1,194","1,089",105,795
"Precinct 2234935802",859,801,58,688
"Precinct 2234935803","1,612","1,520",92,"1,285"
"Precinct 2234935804",872,832,40,667
"Precinct 2234935805",761,715,46,598
"Precinct 2234935806",980,918,62,805
"Precinct 2234935807",810,767,43,644
"Precinct 2234935808","1,378","1,318",60,"1,166"
"Precinct 2234935809","1,177","1,102",75,929
"Precinct 2234935810","1,146","1,035",111,788
"Precinct 2234935811","1,475","1,283",192,998
"Precinct 2234935812","1,057",990,67,835
"Precinct 2234935813","1,044",971,73,849
"Precinct 2234935814",917,874,43,703
"Precinct 2235235101","1,064",919,145,656
"Precinct 2235235102",249,239,10,206
"Las Animas","10,989","8,845","2,144","6,433"
"Precinct 4356436001",236,196,40,158
"Precinct 4356436002",117,94,23,74
"Precinct 4356436003",843,713,130,566
"Precinct 4356436004",756,639,117,452
"Precinct 4356436005",541,438,103,322
"Precinct 4356436006",535,430,105,329
"Precinct 4356436007",597,503,94,394
"Precinct 4356436008",385,313,72,224
"Precinct 4356436009",600,505,95,404
"Precinct 4356436010",950,766,184,545
"Precinct 4356436011","1,064",813,251,511
"Precinct 4356436012",963,709,254,499
"Precinct 4356436013",684,534,150,382
"Precinct 4356436014",687,558,129,407
"Precinct 4356436015",999,828,171,598
"Precinct 4356436016","1,032",806,226,568
Lincoln,"3,244","2,770",474,"2,125"
"Precinct 4016437001",262,218,44,182
"Precinct 4016437002",439,364,75,262
"Precinct 4016437003",342,289,53,230
"Precinct 4016437004",216,191,25,150
"Precinct 4016437005",353,282,71,204
"Precinct 4016437006",281,243,38,180
"Precinct 4016437007",431,369,62,275
"Precinct 4016437008",62,57,5,46
"Precinct 4016437009",161,140,21,108
"Precinct 4016437010",181,162,19,141
"Precinct 4016437011",55,52,3,45
"Precinct 4016437012",41,37,4,30
"Precinct 4016437013",420,366,54,272
Logan,"13,109","11,266","1,843","8,778"
"Precinct 4016538001","1,179",966,213,724
"Precinct 4016538002","1,097",866,231,601
"Precinct 4016538003",761,582,179,349
"Precinct 4016538004","1,164",891,273,548
"Precinct 4016538005",920,722,198,492
"Precinct 4016538006",755,659,96,542
"Precinct 4016538007","1,188","1,059",129,866
"Precinct 4016538008","1,165","1,078",87,922
"Precinct 4016538009","1,114","1,034",80,908
"Precinct 4016538010",932,863,69,727
"Precinct 4016538011",589,541,48,455
"Precinct 4016538012",392,345,47,293
"Precinct 4016538013",656,599,57,490
"Precinct 4016538014",399,354,45,274
"Precinct 4016538015",552,481,71,387
"Precinct 4016538016",246,226,20,200
Mesa,"120,225","94,625","25,600","68,762"
"Precinct 3075439001","1,915","1,619",296,"1,174"
"Precinct 3075439002","1,931","1,612",319,"1,260"
"Precinct 3075439003","1,835","1,491",344,"1,178"
"Precinct 3075439004","2,615","2,024",591,"1,466"
"Precinct 3075439005","1,764","1,470",294,"1,147"
"Precinct 3075439006","2,615","2,054",561,"1,498"
"Precinct 3075439007","2,110","1,598",512,"1,153"
"Precinct 3075439008",950,810,140,679
"Precinct 3075439009","1,105",969,136,782
"Precinct 3075439010","1,217","1,064",153,784
"Precinct 3075439011",264,207,57,154
"Precinct 3075439012","1,542","1,332",210,"1,012"
"Precinct 3075439013","2,397","1,818",579,"1,158"
"Precinct 3075439014","1,560","1,312",248,974
"Precinct 3075439015","1,166","1,040",126,839
"Precinct 3075439016","1,090",911,179,713
"Precinct 3075439017","1,287",978,309,737
"Precinct 3075439018","1,032",734,298,532
"Precinct 3075439019",722,549,173,391
"Precinct 3075439020","2,363","1,901",462,"1,417"
"Precinct 3075439021","2,493","2,002",491,"1,314"
"Precinct 3075439022","2,825","2,170",655,"1,404"
"Precinct 3075439023","2,748","1,928",820,"1,149"
"Precinct 3075439024","3,295","2,260","1,035","1,269"
"Precinct 3075439025","2,376","1,971",405,"1,413"
"Precinct 3075439026","3,008","2,165",843,"1,331"
"Precinct 3075439027","2,434","2,064",370,"1,502"
"Precinct 3075439028","1,691","1,540",151,"1,278"
"Precinct 3075439029","2,043","1,823",220,"1,482"
"Precinct 3075539030","3,216","2,448",768,"1,710"
"Precinct 3075539031","1,545","1,336",209,"1,079"
"Precinct 3075539032","1,315","1,127",188,908
"Precinct 3075539033","2,136","1,837",299,"1,539"
"Precinct 3075539034","1,100",953,147,771
"Precinct 3075539035","1,730","1,461",269,"1,222"
"Precinct 3075539036","1,126","1,011",115,914
"Precinct 3075539037","1,685","1,370",315,"1,131"
"Precinct 3075539038","2,537","2,058",479,"1,506"
"Precinct 3075539039","3,006","1,976","1,030","1,399"
"Precinct 3075539040","2,251","1,694",557,"1,310"
"Precinct 3075539041","1,736","1,421",315,"1,147"
"Precinct 3075539042","1,833","1,615",218,"1,376"
"Precinct 3075539043","3,089","2,057","1,032","1,430"
"Precinct 3075539044","2,943","2,077",866,"1,463"
"Precinct 3075539045","3,353","2,265","1,088","1,490"
"Precinct 3075539046","2,658","2,116",542,"1,507"
"Precinct 3075539047","2,161","1,852",309,"1,525"
"Precinct 3075539048","2,379","2,008",371,"1,605"
"Precinct 3075539049","2,936","2,144",792,"1,449"
"Precinct 3075539050","2,164","1,708",456,"1,253"
"Precinct 3075539051","2,061","1,668",393,"1,232"
"Precinct 3075539052","2,647","2,046",601,"1,322"
"Precinct 3075539053","2,653","2,067",586,"1,309"
"Precinct 3075539054","3,657","2,597","1,060","1,563"
"Precinct 3075539055","2,254","1,699",555,"1,092"
"Precinct 3075539056","2,991","2,313",678,"1,650"
"Precinct 3075539057","2,670","2,285",385,"1,670"
Mineral,852,749,103,626
"Precinct 3356240001",852,749,103,626
Moffat,"10,231","7,782","2,449","5,492"
"Precinct 3085741001","1,813","1,382",431,"1,036"
"Precinct 3085741002",877,662,215,446
"Precinct 3085741003","1,440","1,205",235,901
"Precinct 3085741004",45,30,15,25
"Precinct 3085741005","1,255",959,296,649
"Precinct 3085741006",276,216,60,180
"Precinct 3085741007",984,769,215,525
"Precinct 3085741008",357,256,101,160
"Precinct 3085741009","1,069",794,275,526
"Precinct 3085741010",128,116,12,94
"Precinct 3085741011",875,594,281,411
"Precinct 3085741012",581,420,161,272
"Precinct 3085741013",531,379,152,267
Montezuma,"20,205","16,691","3,514","11,918"
"Precinct 3065842001",505,442,63,425
"Precinct 3065842002","2,715","2,244",471,"1,716"
"Precinct 3065842003","1,943","1,717",226,"1,357"
"Precinct 3065842004","2,155","1,883",272,"1,473"
"Precinct 3065842005","1,162","1,008",154,767
"Precinct 3065842006",801,709,92,162
"Precinct 3065842007","2,574","2,090",484,"1,322"
"Precinct 3065842008","1,851","1,447",404,"1,022"
"Precinct 3065842009","2,005","1,436",569,925
"Precinct 3065842010","1,639","1,373",266,967
"Precinct 3065842011","2,855","2,342",513,"1,782"
Montrose,"28,575","25,609","2,966","19,264"
"Precinct 3065843001","1,230","1,141",89,859
"Precinct 3065843002","1,127","1,038",89,869
"Precinct 3065843003","1,642","1,412",230,958
"Precinct 3065843004","1,458","1,217",241,830
"Precinct 3065843005",800,729,71,552
"Precinct 3065843006","1,013",925,88,762
"Precinct 3065843007",888,756,132,508
"Precinct 3065843008",412,361,51,225
"Precinct 3065843009","1,468","1,270",198,866
"Precinct 3065843010",137,123,14,92
"Precinct 3065843011",185,167,18,146
"Precinct 3065843012","1,228","1,122",106,815
"Precinct 3065843013","1,111","1,004",107,720
"Precinct 3065843014",754,660,94,512
"Precinct 3065843015",21,18,3,14
"Precinct 3065843016",388,339,49,260
"Precinct 3065843017","1,093",979,114,729
"Precinct 3065843018","1,127","1,034",93,868
"Precinct 3065843019","1,061",978,83,782
"Precinct 3065843020","1,549","1,363",186,933
"Precinct 3065843021","1,196","1,100",96,858
"Precinct 3065843022","1,087","1,003",84,807
"Precinct 3065843023","1,426","1,256",170,999
"Precinct 3065843024","1,233","1,107",126,900
"Precinct 3065843025","1,303","1,204",99,984
"Precinct 3065843026","1,092","1,025",67,856
"Precinct 3065843027","1,189","1,059",130,703
"Precinct 3065843028","1,357","1,219",138,857
Morgan,"16,951","15,198","1,753","10,910"
"Precinct 4016544001","1,878","1,735",143,"1,390"
"Precinct 4016544002",749,694,55,531
"Precinct 4016544003","1,039",946,93,621
"Precinct 4016544004","1,021",907,114,727
"Precinct 4016544005","1,050",950,100,673
"Precinct 4016544006","1,235","1,106",129,701
"Precinct 4016544007",934,798,136,476
"Precinct 4016544008",925,773,152,469
"Precinct 4016544009","1,048",913,135,593
"Precinct 4016544010","1,058",942,116,683
"Precinct 4016544011","1,122","1,047",75,896
"Precinct 4016544012",296,277,19,222
"Precinct 4016544013",544,482,62,358
"Precinct 4016544014",846,751,95,533
"Precinct 4016544015",927,813,114,555
"Precinct 4016544016","1,062",958,104,635
"Precinct 4016544017","1,217","1,106",111,847
Otero,"12,442","10,959","1,483","7,588"
"Precinct 4354745001","1,042",929,113,697
"Precinct 4354745002",625,538,87,381
"Precinct 4354745003",949,859,90,669
"Precinct 4354745004",663,600,63,448
"Precinct 4354745005",713,597,116,340
"Precinct 4354745006",523,472,51,365
"Precinct 4354745007",607,507,100,327
"Precinct 4354745008",700,622,78,409
"Precinct 4354745009",751,646,105,447
"Precinct 4354745010",621,532,89,323
"Precinct 4354745011",745,700,45,530
"Precinct 4354745012",899,798,101,532
"Precinct 4354745013",836,706,130,360
"Precinct 4354745014",906,815,91,548
"Precinct 4354745015",614,543,71,438
"Precinct 4354745016",820,742,78,534
"Precinct 4354745017",428,353,75,240
Ouray,"4,661","3,940",721,"3,254"
"Precinct 3065946001",576,489,87,403
"Precinct 3065946002",833,694,139,539
"Precinct 3065946003","1,418","1,226",192,"1,046"
"Precinct 3065946004",662,570,92,463
"Precinct 3065946005","1,172",961,211,803
Park,"14,978","12,894","2,084","9,654"
"Precinct 2026047008",978,853,125,615
"Precinct 2026047010","1,515","1,287",228,940
"Precinct 2026047011","1,052",927,125,731
"Precinct 2026047012","1,993","1,739",254,"1,299"
"Precinct 2026047013","1,671","1,513",158,"1,176"
"Precinct 5026047001","1,979","1,579",400,"1,169"
"Precinct 5026047002",982,807,175,540
"Precinct 5026047003","1,050",905,145,697
"Precinct 5026047004",336,289,47,221
"Precinct 5026047005",669,597,72,469
"Precinct 5026047006",908,799,109,613
"Precinct 5026047007","1,090",941,149,693
"Precinct 5026047009",755,658,97,491
Phillips,"3,258","2,690",568,"2,104"
"Precinct 4016548001",516,439,77,347
"Precinct 4016548002",132,106,26,81
"Precinct 4016548003",420,324,96,233
"Precinct 4016548004",666,549,117,436
"Precinct 4016548005",233,213,20,175
"Precinct 4016548006",455,385,70,307
"Precinct 4016548007",529,447,82,355
"Precinct 4016548008",307,227,80,170
Pitkin,"15,535","12,750","2,785","9,974"
"Precinct 3056149001","1,557","1,307",250,"1,032"
"Precinct 3056149002","1,650","1,226",424,917
"Precinct 3056149003","1,356","1,120",236,883
"Precinct 3056149004","1,445","1,176",269,904
"Precinct 3056149005","1,394","1,122",272,884
"Precinct 3056149006","2,372","1,953",419,"1,478"
"Precinct 3056149007","2,472","2,076",396,"1,662"
"Precinct 3056149008",946,812,134,633
"Precinct 3056149009","1,472","1,202",270,970
"Precinct 3056149010",871,756,115,611
Prowers,"7,449","6,264","1,185","4,254"
"Precinct 4356450001",524,411,113,249
"Precinct 4356450002",463,400,63,240
"Precinct 4356450003",452,417,35,251
"Precinct 4356450004",492,403,89,259
"Precinct 4356450005",652,505,147,262
"Precinct 4356450006",476,426,50,341
"Precinct 4356450007",590,523,67,376
"Precinct 4356450008",755,623,132,433
"Precinct 4356450009",459,362,97,223
"Precinct 4356450010",941,793,148,621
"Precinct 4356450011",630,526,104,349
"Precinct 4356450012",562,472,90,348
"Precinct 4356450013",453,403,50,302
Pueblo,"114,009","100,125","13,884","67,546"
"Precinct 3034651020",220,195,25,112
"Precinct 3034651021",896,767,129,378
"Precinct 3034651036",724,676,48,501
"Precinct 3034651037",664,619,45,496
"Precinct 3034651038",886,741,145,508
"Precinct 3034651039",476,393,83,216
"Precinct 3034651040",472,432,40,337
"Precinct 3034651041",539,462,77,323
"Precinct 3034651042",679,425,254,266
"Precinct 3034651043",541,452,89,268
"Precinct 3034651044",581,478,103,283
"Precinct 3034651048",654,537,117,256
"Precinct 3034651049",483,422,61,260
"Precinct 3034651050","1,045",870,175,425
"Precinct 3034651051","1,099",936,163,577
"Precinct 3034651052",817,718,99,447
"Precinct 3034651053",633,571,62,365
"Precinct 3034651054",534,462,72,278
"Precinct 3034651055",613,574,39,438
"Precinct 3034651056",575,542,33,420
"Precinct 3034651057",841,789,52,571
"Precinct 3034651058",719,694,25,563
"Precinct 3034651059",522,465,57,262
"Precinct 3034651060",977,904,73,660
"Precinct 3034651061",772,715,57,527
"Precinct 3034651062",812,748,64,548
"Precinct 3034651063","1,193","1,110",83,790
"Precinct 3034651064",252,215,37,104
"Precinct 3034651065",117,114,3,92
"Precinct 3034651066","1,024",956,68,738
"Precinct 3034651067",709,602,107,393
"Precinct 3034651068",566,508,58,367
"Precinct 3034651069",898,813,85,519
"Precinct 3034651070",673,528,145,320
"Precinct 3034651071",813,704,109,411
"Precinct 3034651072",836,748,88,441
"Precinct 3034651073",756,639,117,354
"Precinct 3034651074",820,679,141,362
"Precinct 3034651075",995,829,166,478
"Precinct 3034651076",500,442,58,254
"Precinct 3034651077",626,484,142,241
"Precinct 3034651078",648,552,96,299
"Precinct 3034651079",793,656,137,345
"Precinct 3034651080",972,863,109,609
"Precinct 3034651081",846,756,90,488
"Precinct 3034651082","1,456","1,342",114,891
"Precinct 3034651083",814,754,60,489
"Precinct 3034651084",922,850,72,582
"Precinct 3034651085",765,681,84,475
"Precinct 3034651086","1,116",978,138,706
"Precinct 3034651087",898,853,45,689
"Precinct 3034651088","1,541","1,455",86,"1,190"
"Precinct 3034651209","1,084","1,003",81,809
"Precinct 3034651210",575,500,75,346
"Precinct 3034651211","1,120",965,155,648
"Precinct 3034651212",970,779,191,503
"Precinct 3034651213","1,423","1,314",109,"1,061"
"Precinct 3034651214","1,742","1,504",238,"1,065"
"Precinct 3034651215","1,267","1,168",99,902
"Precinct 3034651216",957,868,89,627
"Precinct 3034651217",730,669,61,481
"Precinct 3034651218","1,348","1,235",113,967
"Precinct 3034651219","1,221","1,131",90,859
"Precinct 3034651220","1,136","1,018",118,779
"Precinct 3034751001","1,614","1,337",277,909
"Precinct 3034751002","1,805","1,591",214,"1,071"
"Precinct 3034751003","1,517","1,345",172,989
"Precinct 3034751004","1,282","1,195",87,968
"Precinct 3034751005",644,584,60,453
"Precinct 3034751006",752,511,241,375
"Precinct 3034751007","1,126","1,025",101,737
"Precinct 3034751008","1,198","1,124",74,831
"Precinct 3034751009",764,699,65,453
"Precinct 3034751010","1,581","1,168",413,691
"Precinct 3034751011","1,035",930,105,667
"Precinct 3034751015","1,064",917,147,591
"Precinct 3034751016","1,089",911,178,589
"Precinct 3034751017","1,113",999,114,717
"Precinct 3034751018","1,711","1,461",250,895
"Precinct 3034751019",373,326,47,183
"Precinct 3034751022",636,535,101,284
"Precinct 3034751023","1,111",938,173,592
"Precinct 3034751024",984,833,151,617
"Precinct 3034751033",303,216,87,120
"Precinct 3034751034",879,671,208,354
"Precinct 3034751035",280,230,50,119
"Precinct 3034751113",779,667,112,399
"Precinct 3034751201","1,488","1,327",161,965
"Precinct 3034751202","1,213","1,079",134,802
"Precinct 3034751203","1,416","1,226",190,859
"Precinct 3034751204",888,790,98,551
"Precinct 3034751205",843,730,113,499
"Precinct 3034751206","1,146",971,175,641
"Precinct 3034751207","1,134","1,001",133,713
"Precinct 3034751208","1,337","1,196",141,775
"Precinct 3036251012","1,228","1,090",138,710
"Precinct 3036251013","1,197",984,213,521
"Precinct 3036251014",963,810,153,406
"Precinct 3036251025",965,754,211,361
"Precinct 3036251026",887,782,105,458
"Precinct 3036251027",925,761,164,425
"Precinct 3036251028",909,688,221,291
"Precinct 3036251029",639,523,116,272
"Precinct 3036251030","1,010",863,147,481
"Precinct 3036251031","1,105",912,193,477
"Precinct 3036251032",742,586,156,284
"Precinct 3036251045",209,172,37,96
"Precinct 3036251046",846,732,114,372
"Precinct 3036251047",654,560,94,279
"Precinct 3036251101",405,371,34,234
"Precinct 3036251102",695,657,38,449
"Precinct 3036251104",946,892,54,650
"Precinct 3354651301","1,689","1,528",161,"1,135"
"Precinct 3354651302","1,000",923,77,710
"Precinct 3354651303",469,440,29,339
"Precinct 3354651401",853,790,63,633
"Precinct 3354651402",943,856,87,646
"Precinct 3354651403",808,735,73,601
"Precinct 3354751106","1,040",987,53,756
"Precinct 3354751107","1,484","1,393",91,"1,045"
"Precinct 3354751108",731,685,46,490
"Precinct 3354751109",739,662,77,438
"Precinct 3354751110",245,228,17,159
"Precinct 3354751111",617,538,79,346
"Precinct 3354751112",459,398,61,260
"Precinct 3356251103",812,754,58,544
"Precinct 3356251105","1,302","1,238",64,944
"Precinct 3356251304",492,448,44,366
"Rio Blanco","4,597","3,935",662,"3,143"
"Precinct 3085752001",985,826,159,642
"Precinct 3085752002",831,697,134,562
"Precinct 3085752003","1,289","1,069",220,835
"Precinct 3085752004","1,420","1,280",140,"1,055"
"Precinct 3085752005",72,63,9,49
"Rio Grande","8,204","6,982","1,222","5,038"
"Precinct 3356253001",374,310,64,213
"Precinct 3356253002",634,542,92,395
"Precinct 3356253003",832,702,130,526
"Precinct 3356253004",415,340,75,213
"Precinct 3356253005",482,424,58,343
"Precinct 3356253006",178,157,21,114
"Precinct 3356253007",528,460,68,380
"Precinct 3356253008",724,638,86,459
"Precinct 3356253009",497,435,62,262
"Precinct 3356253010","1,119",913,206,719
"Precinct 3356253011",578,504,74,388
"Precinct 3356253012",447,376,71,230
"Precinct 3356253013",391,341,50,252
"Precinct 3356253014",549,456,93,330
"Precinct 3356253015",456,384,72,214
Routt,"20,709","17,437","3,272","13,617"
"Precinct 3082654001",953,831,122,675
"Precinct 3082654002",700,622,78,457
"Precinct 3082654003","1,158","1,042",116,863
"Precinct 3082654004",673,598,75,488
"Precinct 3082654005","1,418","1,211",207,865
"Precinct 3082654006","1,298","1,150",148,927
"Precinct 3082654007",604,523,81,404
"Precinct 3082654008","1,064",879,185,658
"Precinct 3082654009",958,798,160,640
"Precinct 3082654010",572,487,85,380
"Precinct 3082654011","1,540","1,219",321,892
"Precinct 3082654012",859,730,129,599
"Precinct 3082654013","1,381","1,156",225,961
"Precinct 3082654014","1,043",886,157,736
"Precinct 3082654015","1,642","1,437",205,"1,143"
"Precinct 3082654016","1,614","1,357",257,"1,063"
"Precinct 3082654017","1,522","1,162",360,854
"Precinct 3082654018","1,710","1,349",361,"1,012"
Saguache,"4,473","3,801",672,"2,724"
"Precinct 3356255001","1,236","1,047",189,807
"Precinct 3356255002",121,101,20,76
"Precinct 3356255003",315,248,67,180
"Precinct 3356255004",293,240,53,180
"Precinct 3356255005","1,058",917,141,701
"Precinct 3356255006",721,623,98,389
"Precinct 3356255007",729,625,104,391
"San Juan",747,590,157,472
"Precinct 3065956001",747,590,157,472
"San Miguel","6,574","5,427","1,147","4,150"
"Precinct 3065857001","2,303","1,878",425,"1,421"
"Precinct 3065857002","1,430","1,222",208,970
"Precinct 3065857003",706,616,90,496
"Precinct 3065857004","1,103",928,175,707
"Precinct 3065857005",118,105,13,64
"Precinct 3065857006",914,678,236,492
Sedgwick,"1,843","1,562",281,"1,247"
"Precinct 4016558001",443,382,61,303
"Precinct 4016558002",361,301,60,249
"Precinct 4016558003",377,338,39,269
"Precinct 4016558004",294,253,41,209
"Precinct 4016558005",368,288,80,217
Summit,"27,398","19,915","7,483","14,483"
"Precinct 2086159001","1,954","1,277",677,841
"Precinct 2086159002","1,989","1,412",577,968
"Precinct 2086159003","1,067",780,287,577
"Precinct 2086159004","1,984","1,499",485,"1,119"
"Precinct 2086159005","1,889","1,446",443,"1,091"
"Precinct 2086159006",978,756,222,572
"Precinct 2086159007","1,391",926,465,606
"Precinct 2086159008",810,545,265,385
"Precinct 2086159009","1,898","1,346",552,928
"Precinct 2086159010","1,063",896,167,708
"Precinct 2086159011",865,691,174,552
"Precinct 2086159012",403,340,63,257
"Precinct 2086159013","1,297","1,059",238,858
"Precinct 2086159014","1,066",719,347,497
"Precinct 2086159015","1,192",887,305,665
"Precinct 2086159016","1,223",870,353,654
"Precinct 2086159017","1,611","1,165",446,875
"Precinct 2086159018","1,754","1,118",636,778
"Precinct 2086159019","1,528","1,139",389,849
"Precinct 2086159020","1,436","1,044",392,703
Teller,"20,584","17,310","3,274","13,041"
"Precinct 5023960001","1,831","1,508",323,"1,148"
"Precinct 5023960002","1,650","1,368",282,"1,058"
"Precinct 5023960003","1,930","1,570",360,"1,180"
"Precinct 5023960004","1,822","1,575",247,"1,162"
"Precinct 5023960005",986,859,127,704
"Precinct 5023960006",496,398,98,301
"Precinct 5023960007","2,049","1,762",287,"1,302"
"Precinct 5023960008","1,709","1,469",240,"1,169"
"Precinct 5023960009","1,783","1,556",227,"1,232"
"Precinct 5023960010","1,508","1,264",244,910
"Precinct 5023960011","2,225","1,827",398,"1,313"
"Precinct 5023960012","1,458","1,254",204,925
"Precinct 5023960013","1,137",900,237,637
Washington,"3,408","3,058",350,"2,460"
"Precinct 4016461001",133,123,10,101
"Precinct 4016461002","1,761","1,546",215,"1,246"
"Precinct 4016461003",176,165,11,133
"Precinct 4016461004",656,593,63,463
"Precinct 4016461005",264,241,23,189
"Precinct 4016461006",418,390,28,328
Weld,"196,414","173,087","23,327","128,411"
"Precinct 4014862118","1,415","1,316",99,"1,054"
"Precinct 4014862119",822,737,85,539
"Precinct 4014862126","1,698","1,525",173,"1,166"
"Precinct 4014862127","1,308","1,160",148,860
"Precinct 4014862128","1,006",933,73,791
"Precinct 4014862134","1,637","1,516",121,"1,247"
"Precinct 4014862152",897,839,58,699
"Precinct 4014862316",984,928,56,737
"Precinct 4016362100","1,546","1,377",169,"1,062"
"Precinct 4016362101",438,395,43,314
"Precinct 4016362102",313,283,30,247
"Precinct 4016362103",539,497,42,417
"Precinct 4016362104","1,175","1,072",103,844
"Precinct 4016362144",923,854,69,689
"Precinct 4016362308",922,864,58,725
"Precinct 4016362310","1,134",990,144,673
"Precinct 4016362311","1,177","1,011",166,759
"Precinct 4016362312",547,498,49,413
"Precinct 4016362314","1,675","1,512",163,983
"Precinct 4016362320","1,274","1,138",136,842
"Precinct 4016362327","2,082","1,809",273,"1,172"
"Precinct 4016362342","1,026",961,65,755
"Precinct 4016362345","1,168","1,030",138,815
"Precinct 4134862120",598,554,44,468
"Precinct 4134862124","1,131","1,023",108,817
"Precinct 4134862125","1,036",974,62,868
"Precinct 4134862135","1,180","1,093",87,885
"Precinct 4134862136","1,387","1,257",130,995
"Precinct 4134862146",638,556,82,301
"Precinct 4134862150",913,825,88,660
